date,Q,ETpot,P,air_temp_proxy,soil_temperature_5cm
1991-01-01,3.972516793738569,0.41726499999999994,3.79045,3.506876370744568,2.7101
1991-01-02,3.619030129888951,0.5994149999999999,6.5653,4.145003398225622,3.31593
1991-01-03,5.386463449137043,0.577907,23.3733,6.434184088960295,5.98969
1991-01-04,8.02358617944372,0.590166,11.333,5.573849828106838,4.8942
1991-01-05,7.574714225348967,0.7349289999999999,2.28232,3.6229806958968602,2.81607
1991-01-06,5.392074348563229,1.0625799999999999,5.1189300000000015,3.283126529811918,2.51098
1991-01-07,4.488719540947536,0.380119,3.45287,3.5245690934574796,2.72613
1991-01-08,3.8771315034934335,0.543025,0.667747,3.4903999600983857,2.69521
1991-01-09,3.046718388418141,0.8995569999999999,1.45446,4.807179845620101,4.00821
1991-01-10,2.827893310796948,1.51225,13.9125,6.7691988146320945,6.44027
1991-01-11,3.7985789115268522,0.538482,4.39531,5.999601058232867,5.42405
1991-01-12,3.4282595493986805,0.28178400000000003,0.792114,3.9856959339928464,3.15923
1991-01-13,2.687620825142337,0.261873,0.16808800000000002,2.4921393698273757,1.85729
1991-01-14,2.238748871047584,0.474832,0.0,0.2654916283073388,0.355559
1991-01-15,1.9133167043288872,0.650437,0.0,-1.1508694238349426,-0.41003
1991-01-16,1.3353940634318922,0.189164,0.0,-1.8006945404994346,-0.724976
1991-01-17,1.1446234829416218,0.2,0.0,-2.304172661772623,-0.955738
1991-01-18,0.9033548076156916,0.203171,0.0,-3.1085523861489843,-1.30311
1991-01-19,0.9033548076156916,0.0814097,1.8954400000000002,-3.138053256278247,-1.31539
1991-01-20,1.4756665490865024,0.0909289,1.45223,-1.0377119572715479,-0.353052
1991-01-21,0.6957515288468681,0.109573,3.3609400000000003,-0.7597312777192173,-0.210205
1991-01-22,1.1502343823678058,0.21646300000000002,0.0200963,-0.4397400567648103,-0.0404628
1991-01-23,0.6957515288468681,0.12290999999999999,0.012980600000000002,-0.5389436818891556,-0.0937143
1991-01-24,0.9426311035989826,0.116547,0.0,-1.051574710023509,-0.360068
1991-01-25,0.8472458133538474,0.14485599999999998,0.0,-1.396720525404312,-0.531584
1991-01-26,0.6284207357326551,0.0,0.0,-1.2115669218451555,-0.440322
1991-01-27,0.5465016041103625,0.0915963,0.0,-1.103039376919806,-0.386027
1991-01-28,0.6340316351588394,0.22762399999999997,0.0,-1.3689826310219149,-0.51802
1991-01-29,0.6564752328635771,0.07144980000000001,0.0,-2.996327837261942,-1.25611
1991-01-30,0.7069733276992369,0.200683,0.0,-2.383602239793917,-0.991165
1991-01-31,0.7238060259777902,0.045005,0.0,-5.2428745455098165,-2.12006
1991-02-01,0.6059771380279174,0.0,0.0,-8.04363755916359,-3.01929
1991-02-02,0.43484470552929255,0.0,0.0,-9.638341012770415,-3.46652
1991-02-03,0.4006182190295676,0.0,0.0,-10.883787992556718,-3.78992
1991-02-04,0.3753691716117378,0.07080039999999999,0.0,-7.068070047789005,-2.72437
1991-02-05,0.4398945150128585,0.0,0.0209006,-6.6203538104727455,-2.58288
1991-02-06,0.4365279753571479,0.0,0.463247,-20.183259210031668,-5.71675
1991-02-07,0.4449443244964245,0.0,0.130079,-16.60896322223231,-5.05798
1991-02-08,0.44157778484071386,0.0,1.93861,-9.902849419435613,-3.53697
1991-02-09,0.37593026155435616,0.0,2.34318,-7.432266250158531,-2.83654
1991-02-10,0.323748896890841,0.0414669,6.8196699999999995,-2.7072774047273835,-1.13292
1991-02-11,0.4494330440373721,0.0,1.74673,-1.233088871152376,-0.451018
1991-02-12,0.5487459638808363,0.0,1.29644,-0.5620398317547532,-0.10603
1991-02-13,0.4875871601354261,0.0,1.32315,-0.5507243096564693,-0.1
1991-02-14,0.5723117414708109,0.0,2.42346,-0.5507243096564693,-0.1
1991-02-15,0.5723117414708109,0.0,8.033439999999999,-0.41406208110758674,-0.026585
1991-02-16,0.5779226408969953,0.268401,0.5712,-0.365073105200234,0.0
1991-02-17,0.4971256891599396,0.181023,0.0,-0.365073105200234,0.0
1991-02-18,0.4589715730618856,0.175441,0.0,-0.365073105200234,0.0
1991-02-19,0.561089942618442,0.16627,0.0,-0.365073105200234,0.0
1991-02-20,0.6003662386017329,0.588757,0.0,-0.365073105200234,0.0
1991-02-21,0.5448183342825071,0.596009,2.88694,-0.365073105200234,0.0
1991-02-22,0.552112503536547,0.9887940000000001,0.127868,-0.365073105200234,0.0
1991-02-23,0.5380852549710861,0.498601,0.64742,-0.20730528306641202,0.0866008
1991-02-24,1.0043509972870113,1.0999700000000001,0.000435989,0.9516424326841453,0.773519
1991-02-25,1.4363902531032116,0.5,0.0,1.1252324450776017,0.884961
1991-02-26,1.5261646439221626,0.720025,0.0,2.0398782960846344,1.51544
1991-02-27,1.352226761710445,0.674092,0.00310431,1.457058056051081,1.10497
1991-02-28,0.7518605231087123,0.38287,0.25279,0.05359258458574484,0.233216
1991-03-01,0.9931291984346424,0.803342,0.00729917,1.4329709253212535,1.08868
1991-03-02,0.8304131150752941,0.3,5.79142,0.8062635260767248,0.682029
1991-03-03,0.8753003104847695,0.617173,0.149873,3.0589951904785173,2.31803
1991-03-04,1.2624523708914943,0.6,0.0,3.183412788636213,2.42435
1991-03-05,1.2007324772034658,0.442195,2.1080200000000002,3.9274898207240225,3.1029
1991-03-06,1.4868883479388713,1.05633,0.291217,5.812458521172065,5.188
1991-03-07,1.3017286668747854,1.1713,0.000241842,6.242059094609272,5.73677
1991-03-08,1.2680632703176788,1.05585,0.0,6.655851608683694,6.28657
1991-03-09,1.1558452817939906,0.487358,3.55191,6.51967726981863,6.10358
1991-03-10,0.9145766064680604,1.02144,0.0,7.777919939073343,7.8472
1991-03-11,0.9650747013037204,0.6,0.000244822,7.008631154315522,6.76862
1991-03-12,0.7686932213872657,0.990949,0.0,7.8201848931274425,7.90708
1991-03-13,0.9314093047466138,1.4133799999999999,0.0,7.848017743632739,7.94653
1991-03-14,0.7967477185181877,1.52243,0.020243,8.064270379440968,8.25335
